y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65
-0.00561486092319673,0.00559653618675406,-0.00318733314447426,0.00348935236907534,0.00160845531890632,0.00328896238431373,0.00306910628445932,0.0128332967760275,-0.0222888395029849,0.0383924248669029,0.19074095764292,0.0668634575760345,0.00498592739690351,-0.00452903583095882,-0.000763408960432059,-0.0126246602199832,-0.012715548583126,-0.0246554536616891,0.000432473032241404,-0.0269356187488946,0.000616443383094497,-0.0223805389047345,-0.0609229106273926,-0.00817001644848274,-0.0241180093646037,-0.0533483212275596,0.0103216277237236,-0.00259344098173378,0.000882983796523488,-0.00137589432808351,0,0,0,-0.00385451150482075,0,-0.00137793836897756,-0.00105615316986322,-0.00133036494605825,0.0479525837181118,-0.000335585144025203,-0.00629965667056195,-0.00066165107554227,-0.00070922532382868,-0.000994796135463378,0,-0.000697038045262512,-0.00213779674536026,-0.00241986403156716,-0.000686900641530003,-0.00199304312225227,-0.00484177497411409,-0.000328739758034697,-0.000672799884566054,-0.000366170887435297,-0.000377304989114071,-0.00176429563868877,-0.00239566636688834,0,-0.000695050521287341,-0.00954238964483771,0,-0.00033280226152217,-0.000705169538426255,2808000,6.3
-0.00293441654421506,-0.0160605965655104,-0.00466482116436942,0.0051004840629555,-0.000216911770438982,0.00298773178495189,0.00362741335271587,-0.0530287182032007,-0.042350241269294,0.0422074088246194,0.243696954082058,0.326228535435583,0.0373104547631466,0.00927364412243296,0.00190971387378395,-0.026886044875574,-0.0227746753671503,-0.0294000846207691,-0.0011701322411321,-0.0376713076870431,0.000430718166345241,-0.0576551472190581,-0.161384724005535,-0.0267198084196607,-0.0669794254880433,-0.0882066341492849,0.0102571301350103,-0.00662645016755815,-0.00021146437877835,-0.00175615504895576,0,0,0,-0.00332772847060167,0,-0.00175790287734369,-0.00143406953266519,-0.00172122435552358,0.0559907194162395,-0.000529078408679173,-0.0069790773798766,-0.000857965725480717,-0.000894620831806718,-0.000918062399395795,0,-0.00088498802294757,-0.00274806983475321,-0.00284341783671702,-0.000877016710337976,-0.00191822180099075,-0.00575763214750453,-0.000525622313698154,-0.000866628611727457,-0.000554357979593392,-0.000232017399573674,-0.00199648121768395,-0.00283165119270089,0,-0.000883684302813678,-0.0118056423620963,0,-0.00019794709699716,-0.000891455555774842,2300000,7.7
-0.00288472495691644,-0.017248442368024,-0.0047573999288614,0.00504906311772846,-0.000481891563562957,0.00274779976574533,0.0035415672364506,-0.0544274168562328,-0.0422935434521268,0.0421962145015378,0.243449456479357,0.327565300528613,0.0379247596780107,0.0097265862988358,0.00227434241854705,-0.0271939632634533,-0.0230756705910983,-0.029387873992148,-0.00125103413364099,-0.0377972958690917,0.000433305323533366,-0.0577053425612741,-0.161716053862255,-0.0270429690257923,-0.0665750234711,-0.0884977340019949,0.0102376149195157,-0.00656541147822031,-0.000328410391746851,-0.00175764155386712,0,0,0,-0.00332206638296356,0,-0.00175899819963666,-0.00143358909150429,-0.00173042128743622,0.056073686949175,-0.000533573352488042,-0.00699284082702834,-0.0008631534930558,-0.000891681358009321,-0.00093325229993268,0,-0.000884149315308958,-0.0027482090830269,-0.00284877754723852,-0.000877943707522702,-0.00193241375532713,-0.00577393425323963,-0.000531119436473236,-0.000869894883573368,-0.000553519665065921,-0.000229254456137153,-0.00199334202177514,-0.00283877511173631,0,-0.000883193722242809,-0.0117999747559505,0,-0.000202747650804739,-0.000889219737829873,3000000,7.8
0.00434216480448332,-0.00884387109441657,-0.00318483592138457,0.0050535671284111,0.00534500072278775,0.00773455374336643,0.00607060644239607,0.145711703868171,-0.0462878485046744,0.0239452219651488,0.0753717741569074,0.243936810859902,0.133039115140912,0.047432941021289,0.0195872675931352,-0.0114840224621707,-0.0110415889799498,-0.00185517075137047,-0.00316355555028073,-0.0224891152149929,0.000609352156221421,-0.0473135016555762,-0.14418113366709,-0.00255005671263687,-0.0937324865167637,-0.105158007775199,0.0114865397836265,-0.00891282229933288,0.0142553470290577,-0.00106986107705944,0,0,0,-0.0032513195952822,0,-0.000740483018850298,-0.0007470753440565,-0.000705977588884171,0.0500944335362887,-0.000353325039567971,-0.0071405858330395,-0.000681364600498052,-0.000715809526628946,-0.00204494457327357,0,-0.00103784578307291,-0.00318490243840026,-0.00213822932448861,-0.000699564494503044,-0.00204990325443581,-0.006302273690701,-0.000348995290049891,-0.000689424999599228,-0.000707029542391764,-0.000715075782307639,-0.0017929502680806,-0.00245240672384307,0,-0.00103646379322777,-0.00875468337328538,0,-0.00035197449485568,-0.000381964085905439,163245,8.6
0.0284326296059436,-0.0212840950212314,-0.00141567091318484,0.00572465261097202,0.00415854646403434,0.00632910313175804,0.0046550076305043,-0.0934607285340298,0.00627948705725026,0.0515055823844319,-0.00539369521426057,0.0899333456192093,0.194903729050492,0.111462559899665,0.172648730939177,-0.0200787334534749,-0.0200628854692448,0.096916141638564,-0.00134366409201401,-0.0424570967841333,0.000527044163152958,-0.018590088215848,-0.0701780316768516,-0.0190056183651665,-0.0139912643279141,-0.00943924225703726,0.00242959459432987,-0.00370453612630308,-0.00270522298871125,-0.000906733203965556,0,0,0,-0.00408065669519505,0,-0.000908091131381071,-0.000913915705934401,-0.000877710174417369,0.0517855993115986,-0.000770348039620727,-0.00931058826614093,-0.000767482057065839,-0.000467004241657797,-0.00197253527694925,0,-0.000790085144134884,-0.00194922757801684,0.000172559619875425,-0.000783464679230866,-0.00230758404660102,-0.0071469103588259,-0.000435334924381475,-0.000774646885752639,-0.000459256931504082,-0.000466352880517875,-0.00171096874155001,-0.00245935427440289,0,-0.000457955380872635,-0.0103396008466677,0,-0.000437947361697543,-0.000464404104989655,184925485,7.7
-0.00178043672620944,-0.0132589770926559,-0.000465055258431923,0.00743959804722,0.00581505213384482,0.00895729739036573,0.00939090705645843,-0.134871363130825,0.0296515725451538,0.050066704829686,-0.0225820952221723,0.0772119877786111,0.199464066063421,0.0902640816271937,0.178470498792201,-0.0186431912503388,-0.0204785888320285,0.223384945928648,0.000576185468078085,-0.062215798414587,0.000525027461109613,-0.0275968483872091,-0.061506821698032,-0.0228283913276308,-0.0202327034819058,0.0331336388810248,-0.000238442392675746,-0.00531548707867168,-0.00408895618209879,-0.00122429939866124,0,0,0,-0.00439796078783452,0,-0.00155806363894779,-0.00123717896859995,-0.00150812364910059,0.0534315483928456,-0.000421128847098257,-0.0102017748279209,-0.000419434329301108,-0.000801010434840338,-0.00158313637594327,0,-0.000787176941122139,-0.00158762476400614,0.000227203213876554,-0.000775193060272748,-0.00192850320986658,-0.00572811272209981,-8.72612193030189e-05,-0.000431939203843467,-0.000457076602871249,-0.000468959951556701,-0.0017034839770112,-0.00275628542608911,0,-0.000454851108508066,-0.0119210138442774,0,-0.000422683324021215,-0.000796474993625273,22202612,8.1
0.0256492517887091,-0.0273091749454787,-0.00070928277002831,0.00417800635997826,-0.00197733353219074,0.000225389780898096,0.000403270199734767,-0.123462379892414,0.0241565431005496,0.053303522061442,-0.0412514459333832,0.0501156731778237,0.212070893566396,0.132285694333494,0.183946704418096,-0.0197714577471959,-0.0200354466067761,0.118994547936249,-0.000151549947047472,-0.0657958087032984,0.000144759038321571,-0.0130079130867996,-0.0584829338041213,-0.0195799875401913,0.026853717800099,-0.0192200425142866,0.00425007628248028,-0.00049000289853345,-0.00231577738620626,-0.00166731282454665,0,0,0,-0.00471412131535397,0,-0.00166905137371027,-0.00101405318184237,-0.00163327748617102,0.0499550090137703,-0.000484341378247418,-0.00867188795775559,-0.000814089543690029,-0.000187890571843783,-0.00210903970435966,0,-0.000509436386814615,-0.00252312232626873,0.0013034049746118,-0.000501654884913174,-0.00178633639745971,-0.00729744895319244,-0.000150802602284998,-0.000491538991227552,-0.000178846099147196,-0.00018712783840268,-0.00120074136413498,-0.00232340992226952,0,-0.000177306842134763,-0.00963403516431254,0,-0.000484897583704111,-0.000846643294594299,84300000,7.5
0.0436643946937186,-0.0237232897004767,-0.00393270544081251,0.013761821411004,0.0225246317787721,0.0269120357371616,0.0196496918977389,-0.0675527946642708,-0.0356154412370552,0.00272826718902689,0.270332062561535,0.37288626400281,0.0376462122397025,0.0115790037144963,0.113588031734837,-0.0315819607750216,-0.0315361802248571,-0.0182722126215191,-0.00949704482516269,-0.0666655191311773,-0.000600552464900236,-0.0630904462546552,-0.190113160939321,-0.0348369981298166,-0.0750924254735768,-0.0848626231377131,0.0131772739481251,-0.0109709562593505,-0.0011398161646486,-0.00147253463858213,0,0,0,-0.00418265165573839,0,-0.00181098137664745,-0.000833571070099918,-0.00140191420479152,0.067418302688291,-0.00115117379843217,-0.00755080118617862,-0.00119426589928633,-0.00093889390642517,-0.00250601649830839,0,-0.000913501158680395,-0.00473651366983981,-0.00178888339413921,-0.00122537416944829,-0.00326174306655867,-0.00978200866663065,-0.000530861335943704,-0.00121283940388549,-0.000588823345662912,-0.000606226746178977,-0.00242273669187445,-0.00390866499000738,0,-0.000585150171591067,-0.0113402835245502,0,-0.00054029538236117,-0.000931592736448553,47095453,6.4
-0.00729353047886331,0.0422992742016439,-0.00107357190692415,0.00219519687217169,0.0134861649368791,0.013023916504945,0.0079437832604068,0.289389120099444,-0.0570351629231049,0.0115872908799734,0.222140391883177,-0.023182095784498,-0.0452779543219545,-0.0345742350759111,-0.0465261131036677,0.0133404677829531,0.037837077297364,-0.076479989819893,0.00380434471062354,-0.0153140197719009,0.000751538690259657,-0.022562864400061,-0.0564447147985562,0.0212831331247971,-0.0662699784560399,-0.0910675923507616,0.0117730026165416,-0.00655613529156117,0.00877278253378816,-0.00137504009034394,0,0,0,-0.00427796883288279,0,-0.00104975286661121,-0.000742919314303492,-0.00059803109053165,0.0350163910713446,0.000195907482291362,-0.00262724823696875,-0.00045593790229496,-0.000246421554036763,-0.000376817856998746,0,-0.000876049668507548,-0.0026628270160333,-0.00269062857677036,-0.000188585838593075,-0.0013886904330856,-0.00210745112461719,-0.000120861791621614,-0.000154088928288533,-0.000545704313722817,-0.000574670230089281,-0.00131534809619617,-0.00169644137479798,0,-0.000871403800296836,-0.00757142406700007,0,-0.000131323206205851,-0.000566662342837413,23650000,8.1
0.0216738469341723,0.0302394380511786,-0.0012117669231351,0.00070893781959248,0.00748548799386571,0.00703568546780624,0.00400675935581156,0.257124950574922,-0.0384795190078229,0.010448515853235,0.193604436505706,-0.0557949562540993,-0.0258350802990434,-0.0133096577428201,-0.0279125690174721,0.00485404390092327,0.00441809415931887,-0.0559853308058173,0.0176962003228083,-0.0269591181303045,0.000317470335042081,-0.0141839637390494,-0.0400930139679763,0.0180599111206567,-0.0293173633892176,-0.0951683689008191,0.0121994979184371,-0.00466592956761208,0.00725058814421689,-0.00160569979351139,0,0,0,-0.00493003505211809,0,-0.00127935881692552,-0.000635444641550218,-0.00118706428119319,0.0369609714718306,-0.000262536348697508,-0.00424618251759634,-0.000586498999992237,-0.000348538195344347,-0.0007645568533164,0,-0.000655101987757811,-0.00256204029366895,-0.00187515899022774,-0.000303045989545607,-0.00111319363468502,-0.00428099519241182,7.85889506791098e-05,-0.000277866788275661,-0.000324903166962185,-0.000346511474567157,-0.000979731862518049,-0.00151040472950563,0,-0.000651792363456992,-0.00538110560737582,0,-0.000260400108743184,-0.00067139273256289,20400000,6.9
